"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"Insufficiently active (crude estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Male","21.8 [14.4-30.6]","21.76681","14.44163","30.60824",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Male","23.1 [15.8-32]","23.11124","15.78605","31.95267",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Both sexes","25 [19.7-30.9]","24.96597","19.65106","30.87909",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Both sexes","26 [20.7-32]","26.03945","20.72454","31.95257",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Female","28.1 [20.8-36.3]","28.05703","20.78508","36.34944",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Democratic Republic of the Congo","18+  years","Female","29 [21.7-37.3]","28.96766","21.69571","37.26006",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Congo","18+  years","Male","18.6 [5.3-53.6]","18.62478","5.28179","53.63213",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Congo","18+  years","Male","21.2 [6.1-56.8]","21.17275","6.14036","56.81435",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Congo","18+  years","Both sexes","22.4 [5.9-56]","22.41257","5.85191","55.97256",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Congo","18+  years","Both sexes","25.4 [6.8-59.4]","25.38958","6.81935","59.41461",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Congo","18+  years","Female","26.1 [7.1-60.1]","26.14950","7.11420","60.11865",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Congo","18+  years","Female","29.6 [8.3-63.7]","29.60641","8.32737","63.70420",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Male","62.7 [54.9-70]","62.68849","54.92787","69.95671",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Male","63.3 [55.5-70.6]","63.29087","55.53025","70.55909",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Both sexes","65 [60.4-69.4]","64.98121","60.35586","69.38732",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Both sexes","65.5 [60.9-69.9]","65.47721","60.85186","69.88332",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Female","67.3 [61.4-72.8]","67.27393","61.38832","72.76062",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cook Islands","18+  years","Female","67.7 [61.8-73.2]","67.66355","61.77795","73.15025",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Colombia","18+  years","Male","53.4 [45.6-61.1]","53.38228","45.62358","61.06880",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Colombia","18+  years","Male","54.3 [46.6-62]","54.32721","46.56851","62.01373",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Colombia","18+  years","Both sexes","63.5 [58.2-68.6]","63.47603","58.16489","68.56506",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Colombia","18+  years","Both sexes","63.6 [58.3-68.7]","63.63379","58.32264","68.72282",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Colombia","18+  years","Female","72.9 [65.7-79.3]","72.89005","65.70928","79.28732",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Colombia","18+  years","Female","72.9 [65.8-79.3]","72.94038","65.75960","79.33765",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Comoros","18+  years","Both sexes","12.5 [11.4-13.7]","12.53232","11.43626","13.69639",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Comoros","18+  years","Both sexes","14.2 [13.1-15.4]","14.24287","13.14680","15.40693",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Comoros","18+  years","Female","18.4 [16.9-19.9]","18.36540","16.94426","19.85633",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Comoros","18+  years","Female","20 [18.6-21.5]","20.00282","18.58168","21.49375",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Comoros","18+  years","Male","6.7 [4.8-9]","6.66120","4.80137","8.99001",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Comoros","18+  years","Male","8.5 [6.6-10.8]","8.48292","6.62309","10.81172",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Cabo Verde","18+  years","Male","11.7 [6-20]","11.68791","5.97449","19.96011",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Cabo Verde","18+  years","Male","13.5 [7.8-21.8]","13.54006","7.82664","21.81225",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Cabo Verde","18+  years","Both sexes","18.5 [12.3-26.2]","18.46224","12.32649","26.24189",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Cabo Verde","18+  years","Both sexes","19.6 [13.5-27.4]","19.59571","13.45997","27.37536",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Cabo Verde","18+  years","Female","25 [11.6-44]","25.01437","11.61483","43.96469",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Cabo Verde","18+  years","Female","25.7 [12.3-44.6]","25.65136","12.25181","44.60168",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Costa Rica","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Costa Rica","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Costa Rica","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Costa Rica","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Costa Rica","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Costa Rica","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Cuba","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Cuba","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Cuba","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Cuba","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Cuba","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Cuba","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Cyprus","18+  years","Male","28.9 [9.4-68.3]","28.94839","9.42106","68.29553",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Cyprus","18+  years","Male","29.3 [9.6-68.6]","29.30890","9.56593","68.63832",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Cyprus","18+  years","Both sexes","34.7 [10.7-71.9]","34.69103","10.71479","71.94273",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Cyprus","18+  years","Both sexes","35.3 [11-72.5]","35.28139","10.99302","72.48750",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Cyprus","18+  years","Female","40.4 [13.1-76.6]","40.43367","13.14754","76.61247",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Cyprus","18+  years","Female","41.5 [13.6-77.3]","41.45875","13.60878","77.28069",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Czech Republic","18+  years","Male","22.7 [16-30.6]","22.72691","15.97025","30.63547",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Czech Republic","18+  years","Both sexes","23.8 [18.5-29.6]","23.77760","18.51435","29.61096",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Czech Republic","18+  years","Male","24.1 [17.4-32]","24.12489","17.36823","32.03344",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Czech Republic","18+  years","Female","24.8 [16.9-33.9]","24.82828","16.93722","33.89882",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Czech Republic","18+  years","Both sexes","26.2 [21-32.1]","26.21668","20.95344","32.05006",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Czech Republic","18+  years","Female","28.2 [20.3-37.3]","28.19819","20.30712","37.26873",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Germany","18+  years","Male","18.7 [5.1-54.2]","18.71102","5.08253","54.16436",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Germany","18+  years","Male","20.1 [5.5-56.2]","20.12588","5.47817","56.16584",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Germany","18+  years","Both sexes","21.1 [5.2-54.4]","21.11403","5.21071","54.38692",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Germany","18+  years","Both sexes","23.4 [5.8-57.3]","23.39268","5.80741","57.28688",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Germany","18+  years","Female","23.5 [5.9-56.8]","23.51703","5.85703","56.84386",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Germany","18+  years","Female","26.5 [6.7-60.6]","26.47438","6.72553","60.55086",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Djibouti","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Dominica","18+  years","Male","13.3 [9.9-17.6]","13.33110","9.93887","17.60723",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Dominica","18+  years","Male","17.9 [14.5-22.2]","17.88369","14.49146","22.15982",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Dominica","18+  years","Both sexes","21.8 [18.9-24.8]","21.75218","18.94687","24.81694",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Dominica","18+  years","Both sexes","26.2 [23.4-29.3]","26.24943","23.44411","29.31418",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Dominica","18+  years","Female","30.2 [26-34.6]","30.17326","26.04269","34.60349",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Dominica","18+  years","Female","34.6 [30.5-39]","34.61516","30.48459","39.04539",""
